rank,compound,z_promote_muscle_max,z_promote_muscle_median,n_signatures_dn,cell_lines_dn,protein_targets_dn,z_mimic_atrophy_max,z_mimic_atrophy_median,gmt_overlap_count,gmt_best_p,gmt_n_signatures,gmt_directions,gmt_overlapping_genes,anti_mimic_score,gmt_evidence,z_promote_norm,anti_mimic_norm,gmt_evidence_norm,reversal_score,compound_name,clinical_phase,moa,target,disease_area,indication
202,Nitrendipine,3.2521,3.2521,1,HA1E,CACNA1C|CACNA1D|CACNA2D1,2.6741,2.6741,0.0,1.0,0.0,,,0.27217549876160146,-0.0,0.7492364590625922,-0.8520006453690111,-0.07709312585630698,0.10359941074933139,Nitrendipine,Launched,calcium channel blocker,CACNA1D|CACNA2D1|KCNN4,cardiology,hypertension
203,Syringic acid,2.5984,2.5984,1,HEPG2,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.3987420055737642,1.0546450570426453,-0.07709312585630698,0.10160388915465006,Syringic acid,,,,,
204,BRD-K62472719,2.5973,2.5973,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4006737423201304,1.0546450570426453,-0.07709312585630698,0.10063802078146696,BRD-K62472719,,,,,
205,Pantoprazole,2.5951,2.5951,1,MCF7,ATP4A|ATP4B,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4045372158128644,1.0546450570426453,-0.07709312585630698,0.09870628403509997,Pantoprazole,Launched,ATPase inhibitor,ATP4A,gastroenterology,gastroesophageal reflux disease (GERD)|erosive esophagitis (EE)|Zollinger-Ellison syndrome
206,CI-1040,3.2979,2.892,2,"BT20,SKBR3",MAP2K1|MAP2K2,3.6906,2.8696,0.0,1.0,0.0,,,0.21319234213107066,-0.0,0.8296669526840469,-1.0065158917133206,-0.07709312585630698,0.09746008365676591,CI-1040,,,,,
207,BRD-A88765664,2.5932,2.5932,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4078738520111344,1.0546450570426453,-0.07709312585630698,0.09703796593596496,BRD-A88765664,,,,,
208,Betulin,2.5916,2.5916,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.41068365091494036,1.0546450570426453,-0.07709312585630698,0.09563306648406199,Betulin,,,,,
209,BRD-K66186977,2.5877,2.5877,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4175325357429686,1.0546450570426453,-0.07709312585630698,0.09220862407004786,BRD-K66186977,,,,,
210,"(13S)-3-Hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",2.5796,2.5796,1,PC3,ESR1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.43175714269348753,1.0546450570426453,-0.07709312585630698,0.0850963205947884,"(13S)-3-Hydroxy-13-methyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-one",,,,,
211,Celecoxib,3.2431,3.2431,1,A375,PTGS2,2.9109,2.9109,0.0,1.0,0.0,,,0.25569561993403056,-0.0,0.733431340228682,-0.8951721655492048,-0.07709312585630698,0.08274539527831816,Celecoxib,Launched,cyclooxygenase inhibitor,CA12|PDPK1|PTGS2,rheumatology|endocrinology,osteoarthritis|rheumatoid arthritis|ankylosing spondylitis|primary dysmenorrhea (PD)
212,BRD-K41539628,2.5744,2.5744,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.44088898913085856,1.0546450570426453,-0.07709312585630698,0.08053039737610289,BRD-K41539628,,,,,
213,MLS003129346,2.5724,2.5724,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.444401237760616,1.0546450570426453,-0.07709312585630698,0.07877427306122416,MLS003129346,,,,,
214,TAK-700 (Orteronel),2.5724,2.5724,1,HA1E,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.444401237760616,1.0546450570426453,-0.07709312585630698,0.07877427306122416,TAK-700 (Orteronel),,,,,
215,DY131,2.5663,2.5663,1,PHH,ESR2|ESRRG,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.45511359608137747,1.0546450570426453,-0.07709312585630698,0.07341809390084343,DY131,Preclinical,estrogen-related receptor agonist,ESRRB|ESRRG,,
216,SMR000651464,2.5649,2.5649,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4575721701222077,1.0546450570426453,-0.07709312585630698,0.07218880688042832,SMR000651464,,,,,
217,Methazolamide,2.5616,2.5616,1,PC3,CA1|CA2|CA4|CA7,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4633673803613087,1.0546450570426453,-0.07709312585630698,0.06929120176087782,Methazolamide,Launched,carbonic anhydrase inhibitor,CA1|CA12|CA14|CA2|CA4|CA7,ophthalmology,glaucoma|intraocular pressure
218,SKF-81297,2.5604,2.5604,1,HA1E,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4654747295391632,1.0546450570426453,-0.07709312585630698,0.06823752717195057,SKF-81297,Preclinical,dopamine receptor agonist,DRD1|DRD5,,
219,Lisofylline,3.209,3.209,1,HA1E,,2.8405,2.8405,0.0,1.0,0.0,,,0.2603827626611118,-0.0,0.6735475010913105,-0.8828934905087608,-0.07709312585630698,0.05648707822176559,Lisofylline,Phase 2,interleukin receptor antagonist|STAT inhibitor,,,
220,BRD-K94498396,3.1883,3.1883,1,MCF7,,2.5432,2.5432,0.0,1.0,0.0,,,0.28223075186272295,-0.0,0.6371957277733163,-0.825659398159974,-0.07709312585630698,0.05548141926740459,BRD-K94498396,,,,,
221,EFLORNITHINE HYDROCHLORIDE,2.5453,2.5453,1,YAPC,ODC1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.4919922066938348,1.0546450570426453,-0.07709312585630698,0.05497878859461476,EFLORNITHINE HYDROCHLORIDE,,,,,
222,SA-1919875,2.5432,2.5432,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.49568006775508056,1.0546450570426453,-0.07709312585630698,0.05313485806399189,SA-1919875,,,,,
223,Rebamipide,2.5402,2.5402,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5009484406997176,1.0546450570426453,-0.07709312585630698,0.05050067159167339,Rebamipide,Launched,free radical scavenger,FPR1,gastroenterology,peptic ulcer disease (PUD)|gastritis
224,BRD-K78655498,2.5372,2.5372,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5062168136443546,1.0546450570426453,-0.07709312585630698,0.04786648511935489,BRD-K78655498,,,,,
225,ASN 05257430,3.1771,3.1771,1,SW480,,2.6553,2.6553,0.0,1.0,0.0,,,0.2735753563319016,-0.0,0.6175271354466721,-0.8483335080084801,-0.07709312585630698,0.038844890149530645,ASN 05257430,,,,,
226,Lithocholic-acid,2.5259,2.5259,1,MCF7,NR1I2|VDR,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5260610184024862,1.0546450570426453,-0.07709312585630698,0.037944382740289065,Lithocholic-acid,Preclinical,FXR antagonist|vitamin D receptor agonist,GPBAR1|NR1H4|NR1I2|VDR,,
227,STK366994,2.5251,2.5251,1,NPC,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5274659178543892,1.0546450570426453,-0.07709312585630698,0.03724193301433755,STK366994,,,,,
228,Isamoltan,2.5233,2.5233,1,VCAP,HTR1A|HTR1B,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5306269416211717,1.0546450570426453,-0.07709312585630698,0.035661421130946294,Isamoltan,,,,,
229,KUC104226,3.1731,3.1731,1,PC3,,2.6748,2.6748,0.0,1.0,0.0,,,0.27212365298791774,-0.0,0.6105026381871564,-0.8521364631676894,-0.07709312585630698,0.034191754972010005,KUC104226,,,,,
230,BG-51,2.5149,2.5149,1,HA1E,HDAC3,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5453783858661546,1.0546450570426453,-0.07709312585630698,0.02828569900845486,BG-51,,,,,
231,Valsartan,3.1637,2.8927,2,HELA,AGTR1,2.6433,2.6366,0.0,1.0,0.0,,,0.2744764361979524,-0.0,0.5939950696272948,-0.8459729938306636,-0.07709312585630698,0.027787011493186922,Valsartan,Launched,angiotensin receptor antagonist,AGTR1,cardiology,hypertension|congestive heart failure|congestive heart failure
232,Broad-Sai-443,3.1646,3.1646,1,HA1E,,2.678,2.678,0.0,1.0,0.0,,,0.27188689505165853,-0.0,0.595575581510686,-0.8527566861760003,-0.07709312585630698,0.026542159731281503,Broad-Sai-443,,,,,
233,Dilazep,3.1782,3.1782,1,PC3,SLC29A1,2.897,2.8689,0.0,1.0,0.0,,,0.25660764690787785,-0.0,0.6194588721930392,-0.892782973776723,-0.07709312585630698,0.02647591879224133,Dilazep,Launched,adenosine reuptake inhibitor,SLC29A1,cardiology,coronary heart disease
234,Molindone,2.5088,2.5088,1,MCF7,DRD2|HTR2A,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5560907441869161,1.0546450570426453,-0.07709312585630698,0.022929519848074134,Molindone,Launched,dopamine receptor antagonist,DRD2|HRH1|HTR2A,neurology/psychiatry,schizophrenia
235,BRD-K43568193,3.1536,3.1536,1,NEU,,2.5897,2.5897,0.0,1.0,0.0,,,0.2785748112655654,-0.0,0.5762582140470176,-0.835236684189755,-0.07709312585630698,0.02213947659532091,BRD-K43568193,,,,,
236,Cyproheptadine,3.1524,3.1524,1,MCF7,HRH1,2.599,2.5269500000000003,0.0,1.0,0.0,,,0.2778549597110308,-0.0,0.5741508648691631,-0.8371224435596201,-0.07709312585630698,0.020520074195434126,Cyproheptadine,Launched,histamine receptor antagonist,ADRA1A|ADRA1B|ADRA1D|CHRM1|CHRM2|CHRM3|HRH1|HTR2A|HTR2C|HTR6|HTR7,allergy|otolaryngology|ophthalmology|dermatology,allergic rhinitis|vasomotor rhinitis|conjunctivitis|urticaria|dermatographism
237,ZINC100309116,2.5046,2.5046,1,NEU,CNR2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5634664663094076,1.0546450570426453,-0.07709312585630698,0.01924165878682839,ZINC100309116,,,,,
238,SCHEMBL16065773,2.501,2.501,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5697885138429718,1.0546450570426453,-0.07709312585630698,0.016080635020046266,SCHEMBL16065773,,,,,
239,BRD-K10010115,2.5001,2.5001,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5713690257263623,1.0546450570426453,-0.07709312585630698,0.015290379078351029,BRD-K10010115,,,,,
240,Cholic acid,2.4997,2.4997,1,A375,CES1|FECH|PLA2G1B,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.5720714754523145,1.0546450570426453,-0.07709312585630698,0.01493915421537491,Cholic acid,,,,,
241,BRD-K38841486,2.4826,2.4826,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6021012012367436,1.0546450570426453,-0.07709312585630698,-7.570867683963194e-05,BRD-K38841486,,,,,
242,BRD-K53642448,2.4826,2.4826,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6021012012367436,1.0546450570426453,-0.07709312585630698,-7.570867683963194e-05,BRD-K53642448,,,,,
243,ZINC00125569,3.113,3.113,1,VCAP,,2.421,2.421,0.0,1.0,0.0,,,0.2923121894182988,-0.0,0.5049595668629331,-0.7992495568359128,-0.07709312585630698,-0.0027137087905686873,ZINC00125569,,,,,
244,Clenbuterol,2.4771,2.4771,1,MCF7,ADRB2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6117598849685779,1.0546450570426453,-0.07709312585630698,-0.00490505054275679,Clenbuterol,Launched,adrenergic receptor agonist,ABCC8|ADRB2|KCNJ11,pulmonary,chronic obstructive pulmonary disease (COPD)|asthma
245,CHEMBL2361244,2.4771,2.4771,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6117598849685779,1.0546450570426453,-0.07709312585630698,-0.00490505054275679,CHEMBL2361244,,,,,
246,SA-1459975,2.4752,2.4752,1,NKDBA,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6150965211668479,1.0546450570426453,-0.07709312585630698,-0.00657336864189177,SA-1459975,,,,,
247,SA-1459187,2.4747,2.4747,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6159745833242876,1.0546450570426453,-0.07709312585630698,-0.007012399720611613,SA-1459187,,,,,
248,Gliquidone,2.4733,2.4733,1,A375,ABCC8,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6184331573651178,1.0546450570426453,-0.07709312585630698,-0.00824168674102675,Gliquidone,Launched,sulfonylurea,ABCC8|KCNJ10|KCNJ8,endocrinology,diabetes mellitus
249,Cariprazine,2.4715,2.4715,1,HA1E,DRD2|DRD3,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6215941811319003,1.0546450570426453,-0.07709312585630698,-0.009822198624418006,Cariprazine,Launched,dopamine receptor antagonist,DRD2|DRD3,neurology/psychiatry,schizophrenia
250,BRD-K62753164,2.4713,2.4713,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6219454059948761,1.0546450570426453,-0.07709312585630698,-0.009997811055905899,BRD-K62753164,,,,,
251,Y-26763,2.4712,2.4712,1,MCF7,KCNJ8,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6221210184263636,1.0546450570426453,-0.07709312585630698,-0.010085617271649623,Y-26763,Phase 1,potassium channel activator,KCNJ8,,
252,MLS002607737,2.4671,2.4671,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6293211281173675,1.0546450570426453,-0.07709312585630698,-0.013685672117151588,MLS002607737,,,,,
253,Ulipristal,3.1319,3.1319,1,PC3,,2.913,2.7204,0.0,1.0,0.0,,,0.2555583950932788,-0.0,0.5381503164141447,-0.8955316466499897,-0.07709312585630698,-0.015002960959185947,Ulipristal,Launched,progesterone receptor antagonist,PGR,endocrinology,contraceptive
254,E-Doxepin,2.4647,2.4647,1,SKB,HRH1|HRH2|SLC6A2|SLC6A4,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6335358264730765,1.0546450570426453,-0.07709312585630698,-0.01579302129500608,E-Doxepin,,,,,
255,Arundine,2.4639,2.4639,1,PHH,AR|HIF1A|IFNG|PI3,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6349407259249795,1.0546450570426453,-0.07709312585630698,-0.016495471020957594,Arundine,,,,,
256,BRD-K98624380,2.4617,2.4617,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6388041994177135,1.0546450570426453,-0.07709312585630698,-0.01842720776732458,BRD-K98624380,,,,,
257,BRD-K38891183,2.4605,2.4605,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.640911548595568,1.0546450570426453,-0.07709312585630698,-0.019480882356251825,BRD-K38891183,,,,,
258,BRD-K21193980,2.4541,2.4541,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6521507442107934,1.0546450570426453,-0.07709312585630698,-0.025100480163864555,BRD-K21193980,,,,,
259,BRD-K74634175,2.4541,2.4541,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6521507442107934,1.0546450570426453,-0.07709312585630698,-0.025100480163864555,BRD-K74634175,,,,,
260,Piperidolate,2.4531,2.4531,1,SKB,CHRM1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6539068685256723,1.0546450570426453,-0.07709312585630698,-0.025978542321303963,Piperidolate,Launched,acetylcholine receptor antagonist,CHRM1,neurology/psychiatry,spasms
261,TH-302,2.45,2.45,1,HA1E,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6593508539017967,1.0546450570426453,-0.07709312585630698,-0.028700535009366188,TH-302,Phase 3,DNA alkylating agent,,,
262,Hypericin,2.4483,2.4483,1,HA1E,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6623362652370909,1.0546450570426453,-0.07709312585630698,-0.030193240677013275,Hypericin,Phase 3,tyrosine kinase inhibitor,,,
263,BRD-M32778103,2.4464,2.4464,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.665672901435361,1.0546450570426453,-0.07709312585630698,-0.03186155877614831,BRD-M32778103,,,,,
264,MLS003129286,2.4446,2.4446,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6688339252021435,1.0546450570426453,-0.07709312585630698,-0.033442070659539566,MLS003129286,,,,,
265,BRD-K65378566,2.4436,2.4436,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6705900495170222,1.0546450570426453,-0.07709312585630698,-0.03432013281697892,BRD-K65378566,,,,,
266,CHEMBL2152359,2.44,2.44,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6769120970505864,1.0546450570426453,-0.07709312585630698,-0.03748115658376104,CHEMBL2152359,,,,,
267,ALDA 1,2.4369,2.4369,1,RMUGS,ALDH2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6823560824267109,1.0546450570426453,-0.07709312585630698,-0.040203149271823266,ALDA 1,,,,,
268,Phenprobamate,2.4366,2.4366,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6828829197211749,1.0546450570426453,-0.07709312585630698,-0.04046656791905527,Phenprobamate,Launched,muscle relaxant,,neurology/psychiatry,anxiety|muscle relaxant
269,BRD-K51797651,2.4345,2.4345,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6865707807824206,1.0546450570426453,-0.07709312585630698,-0.042310498449678144,BRD-K51797651,,,,,
270,BRD-K67887361,2.4325,2.4325,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.690083029412178,1.0546450570426453,-0.07709312585630698,-0.04406662276455685,BRD-K67887361,,,,,
271,CHEMBL288096,2.4323,2.4323,1,SKB,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6904342542751538,1.0546450570426453,-0.07709312585630698,-0.04424223519604474,CHEMBL288096,,,,,
272,CHEMBL1270219,2.4301,2.4301,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.6942977277678878,1.0546450570426453,-0.07709312585630698,-0.046173971942411726,CHEMBL1270219,,,,,
273,Levothyroxine,2.4262,2.4262,1,HELA,THRA|THRB,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7011466125959153,1.0546450570426453,-0.07709312585630698,-0.049598414356425466,Levothyroxine,Launched,thyroid hormone stimulant,THRA|THRB,endocrinology,myxedema coma
274,BRD-K83216232,2.426,2.426,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.701497837458891,1.0546450570426453,-0.07709312585630698,-0.04977402678791336,BRD-K83216232,,,,,
275,MLS002699913,2.4255,2.4255,1,PHH,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7023758996163307,1.0546450570426453,-0.07709312585630698,-0.0502130578666332,MLS002699913,,,,,
276,BRD-K98062568,2.4254,2.4254,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7025515120478191,1.0546450570426453,-0.07709312585630698,-0.05030086408237737,BRD-K98062568,,,,,
277,Vitamin P,2.4241,2.4241,1,SKB,AKR1C3,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.704834473657161,1.0546450570426453,-0.07709312585630698,-0.05144234488704834,Vitamin P,,,,,
278,Estriol,2.4241,2.4241,1,HEPG2,ESR1|ESR2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.704834473657161,1.0546450570426453,-0.07709312585630698,-0.05144234488704834,Estriol,Launched,estrogen receptor agonist,ESR1|ESR2,endocrinology|obstetrics/gynecology|infectious disease,menopause|vaginal atrophy|urinary tract infections
279,BRD-K02952507,2.4237,2.4237,1,NEU,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7055369233831125,1.0546450570426453,-0.07709312585630698,-0.05179356975002407,BRD-K02952507,,,,,
280,BRD-K04831789,2.4227,2.4227,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7072930476979921,1.0546450570426453,-0.07709312585630698,-0.052671631907463864,BRD-K04831789,,,,,
281,MLS003153121,2.4216,2.4216,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7092247844443582,1.0546450570426453,-0.07709312585630698,-0.05363750028064694,MLS003153121,,,,,
282,Etya,2.4215,2.4215,1,PC3,ALOX12|PPARA|PPARG|PTGS1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7094003968758466,1.0546450570426453,-0.07709312585630698,-0.05372530649639111,Etya,,,,,
283,MLS003130357,2.4192,2.4192,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.713439482800068,1.0546450570426453,-0.07709312585630698,-0.05574484945850182,MLS003130357,,,,,
284,Lapatinib,3.1003,3.1003,1,HS578T,EGFR|ERBB2,3.2073,2.5297,0.0,1.0,0.0,,,0.2376821239274594,-0.0,0.48265678806397044,-0.9423612264943908,-0.07709312585630698,-0.056798599087593396,Lapatinib,Launched,EGFR inhibitor,EGFR|ERBB2,oncology,breast cancer
285,BRD-K35247118,2.4169,2.4169,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7174785687242895,1.0546450570426453,-0.07709312585630698,-0.057764392420612584,BRD-K35247118,,,,,
286,"SIN-1, Hydrochloride",3.1019,3.1019,1,MCF7,,3.2832,2.9021999999999997,0.0,1.0,0.0,,,0.23347030257751214,-0.0,0.48546658696777717,-0.9533947257274323,-0.07709312585630698,-0.05870374940560248,"SIN-1, Hydrochloride",,,,,
287,Amthamine,2.4144,2.4144,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7218688795114867,1.0546450570426453,-0.07709312585630698,-0.059959547814211187,Amthamine,Preclinical,histamine receptor agonist,HRH2,,
288,SR-03000001970,3.113,3.113,1,PC3,,3.6507,3.6507,0.0,1.0,0.0,,,0.21502139462876554,-0.0,0.5049595668629331,-1.001724413715147,-0.07709312585630698,-0.06345616585433898,SR-03000001970,,,,,
289,CHEMBL153158,2.4101,2.4101,1,SKB,SSTR4,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7294202140654664,1.0546450570426453,-0.07709312585630698,-0.06373521509120104,CHEMBL153158,,,,,
290,BRD-K76103428,2.4066,2.4066,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7355666491675424,1.0546450570426453,-0.07709312585630698,-0.06680843264223905,BRD-K76103428,,,,,
291,Arg-Gly-Asp-Ser,2.4055,2.4055,1,HT29,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7374983859139094,1.0546450570426453,-0.07709312585630698,-0.06777430101542252,Arg-Gly-Asp-Ser,,,,,
292,K784-3187,2.4047,2.4047,1,HT29,ESR2,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7389032853658124,1.0546450570426453,-0.07709312585630698,-0.06847675074137403,K784-3187,,,,,
293,Pemirolast (BMY 26517) potassium,2.4008,2.4008,1,HA1E,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7457521701938407,1.0546450570426453,-0.07709312585630698,-0.07190119315538816,Pemirolast (BMY 26517) potassium,,,,,
294,CHEMBL2357204,2.4004,2.4004,1,NEU,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7464546199197921,1.0546450570426453,-0.07709312585630698,-0.07225241801836389,CHEMBL2357204,,,,,
295,3-Methylcholanthrene,2.4,2.4,1,NEU,AHR,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7471570696457436,1.0546450570426453,-0.07709312585630698,-0.07260364288133962,3-Methylcholanthrene,,,,,
296,SA-243913,2.3993,2.3993,1,MCF7,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7483863566661584,1.0546450570426453,-0.07709312585630698,-0.07321828639154702,SA-243913,,,,,
297,AC1MCK56,2.3987,2.3987,1,A375,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7494400312550864,1.0546450570426453,-0.07709312585630698,-0.07374512368601104,AC1MCK56,,,,,
298,IN1549,3.1248,3.1248,1,HA1E,,4.3792,2.5271999999999997,0.0,1.0,0.0,,,0.185901249256395,-0.0,0.5256818337785045,-1.0780090124520159,-0.07709312585630698,-0.0759804120176139,IN1549,,,,,
299,MLS002264410,2.3951,2.3951,1,A549,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7557620787886505,1.0546450570426453,-0.07709312585630698,-0.0769061474527931,MLS002264410,,,,,
300,Fosinopril,2.395,2.395,1,YAPC,ACE,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7559376912201381,1.0546450570426453,-0.07709312585630698,-0.07699395366853688,Fosinopril,Launched,angiotensin converting enzyme inhibitor,ACE,cardiology,hypertension|congestive heart failure
301,BRD-K63898109,2.3925,2.3925,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7603280020073353,1.0546450570426453,-0.07709312585630698,-0.07918910906213548,BRD-K63898109,,,,,
302,844499-71-4,2.3908,2.3908,1,A375,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7633134133426296,1.0546450570426453,-0.07709312585630698,-0.08068181472978263,844499-71-4,,,,,
303,BRD-K53155533,2.39,2.39,1,VCAP,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7647183127945325,1.0546450570426453,-0.07709312585630698,-0.08138426445573409,BRD-K53155533,,,,,
304,Pyridoxine,2.3881,2.3881,1,PC3,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7680549489928025,1.0546450570426453,-0.07709312585630698,-0.08305258255486907,Pyridoxine,Launched,vitamin B,DDC|PDXK,metabolism,vitamin B6 deficiency
305,MLS004683642,2.3836,2.3836,1,HT29,KEAP1,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.775957508409758,1.0546450570426453,-0.07709312585630698,-0.08700386226334682,MLS004683642,,,,,
306,PF477736,3.097,2.94955,2,"MCF7,MDAMB231",CHEK1,3.9387,2.9366,0.0,1.0,0.0,,,0.20248243464879423,-0.0,0.4768615778248702,-1.0345721044947862,-0.07709312585630698,-0.08735946760726217,PF477736,,,,,
307,Targinine,2.3822,2.3822,1,HELA,,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7784160824505882,1.0546450570426453,-0.07709312585630698,-0.08823314928376196,Targinine,Phase 3,nitric oxide synthase inhibitor,NOS3,,
308,ZD-7288,2.3801,2.3801,1,PC3,HCN1|HCN2|HCN3|HCN4,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.782103943511834,1.0546450570426453,-0.07709312585630698,-0.09007707981438483,ZD-7288,Phase 2,HCN channel blocker,HCN1|HCN2|HCN3|HCN4,,
309,Ramelteon,2.3788,2.3788,1,A375,MTNR1A|MTNR1B,0.0,0.0,0.0,1.0,0.0,,,1.0,-0.0,-0.7843869051211767,1.0546450570426453,-0.07709312585630698,-0.09121856061905619,Ramelteon,Launched,melatonin receptor agonist,MTNR1A|MTNR1B,neurology/psychiatry,insomnia
