"gene","log2FC"
"PARK7P1",2.20156173043384
"RP11-395L14.13",2.20124936071147
"DPCR1",2.19702656874714
"RP11-752G15.9",2.19565259605275
"CTC-454I21.3",2.195311321944
"AC008697.1",2.1948331221408
"RP11-815J21.2",2.1928578026271
"RP1-212P9.3",2.19099743854488
"CTD-2358C21.3",2.18937939886828
"RP5-827C21.4",2.18832749030765
"RP4-559A3.7",2.18795074796475
"LOC101929460",2.18747073299999
"RP4-798P15.3",2.18723734563334
"RP11-83A24.2",2.18363076019224
"AC004381.6",2.17926547131482
"NPIPA7_2",2.17759609126334
"SCARNA13",2.17731582563114
"TCP1P1",2.17687917491805
"LOC100653515",2.16810142340879
"OR12D3",2.16784670950133
"AL163953.3",2.16632222430024
"BSN-AS2",2.1652289864477
"RNASEH1-AS1",2.16365766975004
"AC010441.1",2.16223744274066
"RP11-592B15.4",2.16031060793084
"FKBP9L",2.15775601448729
"LY6G6F",2.15606340153523
"CCL4L1",2.15574427159257
"LOC105379252",2.15464975894603
"RP11-776A13.1",2.15380637994988
"RP1-317E23.6",2.15377986349638
"SCARNA12",2.14917327804618
"FOXD3-AS1",2.14520999311723
"RP11-375B1.3",2.1439958347423
"RP11-1415C14.4",2.14385469312123
"AC027612.3",2.14072021670415
"TARM1",2.1380795348445
"RP11-85B7.2",2.1363093414772
"RP11-686F15.3",2.13218349456872
"RSU1P1",2.12633202418458
"RP11-629G13.1",2.12600460121785
"RP11-69I8.3",2.12584880604322
"KB-173C10.2",2.12448709086628
"LOC105371967",2.12256096511284
"OR4D11",2.12243877309262
"OR4A5",2.12167333747333
"CTD-2015H6.3",2.12038041719358
"RP11-963H4.3",2.11900323907524
"CTD-3187F8.14",2.11823453107754
"RP11-420A23.1",2.11783724882054
"C5orf17",2.11709358839827
"RP4-798A10.4",2.11623703448247
"AC023490.1",2.10901323754959
"LINC02141",2.10864681083545
"LILRP1",2.10864466645262
"RP11-51F16.8",2.10840729445718
"LINC01497",2.10817831162962
"C11orf85",2.1059936127763
"ROPN1L-AS1",2.10365673761269
"RP11-380G5.2",2.1034376174601
"TDH-AS1",2.10334033625061
"RP11-713C19.2",2.10326506119601
"PDXP-DT",2.09823165961103
"RP11-782C8.1",2.0967147173195
"ENPP7P8",2.09652871855426
"ZFP41_2",2.09640438653802
"LINC00475",2.09557686446383
"RP11-298E9.5",2.09320882718293
"RP11-4K3__A.3",2.09116347099233
"RP11-297B17.3",2.08896343851191
"RP1-179N16.6",2.0886189501401
"KDM4A-AS1",2.08297025111761
"TAS2R15P",2.08249074001943
"AC006024.4",2.08132515489874
"RP11-168P8.3",2.08024141941611
"CCL4L2",2.07971282129713
"AKR1CL1",2.07815059170602
"RN7SL181P",2.07704515016053
"HSP90AA4P",2.07699199020435
"RP11-1085N6.4",2.0766116905995
"PGBD3",2.07472465510499
"LIMS3-LOC440895",2.0739418803853
"CTD-2336O2.1",2.07250408729119
"GOLGA7B_1",2.07189892734427
"TMEM56-RWDD3",2.07021358830109
"CTA-407F11.8",2.06981864122508
"RP11-731F5.1",2.06928012299923
"HIST2H2AB",2.06590439787962
"DNAAF4-CCPG1",2.0650810027604
"C14orf1",2.05917805324343
"RP11-423H2.3",2.05480862250357
"SNURF_2",2.0536198369654
"PELATON",2.05351974091896
"PARK2",2.0515955125903
"RP11-757O6.1",2.04466362476797
"RP11-510H23.1",2.04265887604813
"LOC105375421",2.0403200253143
"AC002456.2",2.03949016998731
"RP11-421M1.8",2.03893757374302
"RP11-264B14.2",2.03883826536191
"RP11-156P1.2",2.03744588715852
"TUBBP5",2.03416327130015
"RP11-612B6.1",2.03313714456799
"ZNF45-AS1",2.03240373254183
"LINC00559",2.03129257565932
