"gene","combined_log2FC","combined_se","combined_pvalue","n_studies","I2","combined_padj","direction"
"RFLNB",-0.0565320177573015,0.105004589940881,0.590317053960175,2,45.2369835113263,1,"down"
"RFNG",-0.0224449454445466,0.0741659803689283,0.762170874947859,8,72.9825832248012,1,"down"
"RFPL1S",NA,NA,1,0,NA,1,NA
"RFPL2",-0.390591138938867,0.796678572609399,0.623939713231739,3,13.1930618980788,1,"down"
"RFPL4A",-1.72459378428336,1.64799534208845,0.295339580878501,2,0,1,"down"
"RFPL4AP1",-0.0580678043403877,0.0650308061867934,0.371895923823313,2,0,1,"down"
"RFT1",0.077656183583077,0.0692106883295849,0.26185143565887,6,0,1,"up"
"RFTN1",0.0876722138654533,0.0985278818895456,0.373561815280667,6,0,1,"up"
"RFTN2",-0.0669286141018378,0.0827663621932693,0.418719309160459,7,0,1,"down"
"RFWD2",0.318102274258161,0.641731367315869,0.620110446437127,1,NA,1,"up"
"RFWD3",0.026589320415175,0.034077159874151,0.435233091760625,8,0,1,"up"
"RFX1",0.0344347184660265,0.0506172781166245,0.49631722395494,7,33.1811745753408,1,"up"
"RFX2",-0.0764537002187307,0.0685912538368626,0.265010065608905,7,62.0535745628633,1,"down"
"RFX4",0.0667259826079787,0.0521232365001803,0.200489543946841,3,0,1,"up"
"RFX5",-0.0575340818552798,0.217808290099017,0.791664259305891,4,64.8769681095245,1,"down"
"RFX6",-0.00960173164861611,0.111025022305252,0.931082794201839,2,0,1,"down"
"RFX8",0.256728030480459,0.478729398973899,0.591772227132718,2,0,1,"up"
"RFXANK",-0.0122328241302599,0.0496992993156755,0.805576373732794,9,23.4781874890327,1,"down"
"RFXAP",-0.0473042762336248,0.0598161571004083,0.429044520975401,9,54.7581664576223,1,"down"
"RGAG1",0,10,0.9999999999,1,NA,1,"down"
"RGAG4",0.685961378424645,3.54753907000207,0.846675003476798,2,0,1,"up"
"RGCC",0.151402222623847,0.120751717684056,0.209903512131377,9,44.6934418442651,1,"up"
"RGL1",0.0216978027624607,0.0897189536447251,0.808902666160136,9,64.9579652677197,1,"up"
"RGL2",0.166434511727345,0.164456762162767,0.311525643773076,7,81.8673174525979,1,"up"
"RGL3",-0.0865757701933444,0.0711057979901158,0.223390181092294,8,0,1,"down"
"RGL4",-0.14536944518512,0.176397253223192,0.409881230202699,4,0,1,"down"
"RGMA",0.158576417203953,0.179937148869546,0.378162058216596,5,61.9830373725183,1,"up"
"RGN",-0.072004556006167,0.0611434126784581,0.238942585932419,5,0,1,"down"
"RGP1",-0.0281024371059027,0.0695311306744573,0.68608728956816,5,64.2240463591495,1,"down"
"RGPD1",-0.0217935102104117,0.139452438343915,0.875812980791242,3,1.54740435805701,1,"down"
"RGPD2",0.0971863487494767,0.090311428343335,0.281871539829,7,37.3122461988804,1,"up"
"RGPD3",0.096413284664949,0.0996583860260087,0.333325246676773,4,0,1,"up"
"RGPD4-AS1",0.0543003882727889,0.0686225310462761,0.428774224128707,2,0,1,"up"
"RGPD5",-0.134586842842298,0.328958022125641,0.682443709839109,2,0,1,"down"
"RGPD6",-0.0153989273023747,0.151256796714706,0.918910254517109,3,0,1,"down"
"RGPD8",-0.135683247073657,0.162324682835391,0.40322487166346,3,66.7100776991469,1,"down"
"RGR",0.0112838069769352,0.0407858599797596,0.782041359048955,7,0,1,"up"
"RGS1",0.0232097034872533,0.0663390386895542,0.726440063400578,8,20.5118559352257,1,"up"
"RGS10",0.00526090113389491,0.0976600168381301,0.957039097219472,9,55.866362826816,1,"up"
"RGS11",-0.00401199910904418,0.0605113495168086,0.947137711809555,6,0,1,"down"
"RGS12",0.132169642819215,0.135296829188492,0.328625357315492,6,47.2289115336367,1,"up"
"RGS13",-0.0387479548295413,0.10660243826349,0.716245645860006,5,0,1,"down"
"RGS14",-0.0204043086414992,0.057906535809301,0.724563612523934,9,40.4703004411708,1,"down"
"RGS16",0.0139782293102214,0.0769168644124418,0.855793320033932,8,0,1,"up"
"RGS17",0.0338779502005393,0.0725346825613813,0.640457924230143,9,25.8066822893561,1,"up"
"RGS18",0.0481818242924915,0.0799267857151831,0.546625449211138,9,28.8100646339901,1,"up"
"RGS19",0.0236910541887982,0.0559238088074243,0.671835006938126,9,0,1,"up"
"RGS20",-0.0242196371195249,0.0518984044517547,0.64073311887329,7,0,1,"down"
"RGS21",0,10,0.9999999999,1,NA,1,"down"
"RGS22",-0.100030782947394,0.0862771523588412,0.246288206592612,2,0,1,"down"
"RGS3",-0.0462748536936668,0.060947458428057,0.447698155091938,8,0,1,"down"
"RGS6",0.0253893541461008,0.0540710959044978,0.638672971978311,8,24.9453781326802,1,"up"
"RGS7",-0.0537567884017476,0.0481072324672442,0.263807639030622,9,0,1,"down"
"RGS8",0.0460901389462926,0.0607120674614359,0.447757187576608,7,0,1,"up"
"RHAG",-0.0565678136759654,0.0578253236352469,0.327949060804805,8,0,1,"down"
"RHBDD1",-0.0177825487474268,0.0705656738511392,0.801041075445686,9,70.8549037722647,1,"down"
"RHBDD2",0.0329446436515396,0.060336302255256,0.585054286867608,9,38.4496269769286,1,"up"
"RHBDD3",0.0306336185257961,0.067705525053323,0.650942134651917,9,68.5885710415091,1,"up"
"RHBDL1",-0.0427173217483347,0.0943112090983532,0.65059192617187,8,21.1665410746529,1,"down"
"RHBG",0.0272251580168108,0.0542229104393169,0.615599324694977,5,0,1,"up"
"RHCE",-0.0116802730322842,0.0178430977774709,0.512718783101532,8,0.835215886363145,1,"down"
"RHD",-0.0746724478081957,0.0793952092646316,0.346953055162699,4,0,1,"down"
"RHEB",0.0008929231663013,0.0370227493822348,0.980758302513849,9,32.3913758612642,1,"up"
"RHEBL1",-0.0158631497421806,0.0500990699235931,0.751520109474724,9,0,1,"down"
"RHNO1",-0.00121713321717343,0.0112753259339153,0.914038043255233,4,0,1,"down"
"RHO",-0.0506344934552705,0.0476882385484915,0.288334852161952,7,0,1,"down"
"RHOA",0.0347255603807953,0.0514951509331606,0.50009122547444,9,51.0700698446454,1,"up"
"RHOB",-0.010793756603576,0.113678916416998,0.924354936474416,8,72.0108743582235,1,"down"
"RHOBTB1",-0.0267245945543399,0.0969439469205566,0.782801090300945,5,44.4789890656108,1,"down"
"RHOBTB2",0.00258037704502395,0.107434881280868,0.980838205884213,7,71.2106269760454,1,"up"
"RHOBTB3",0.0251244699794267,0.0732235712297351,0.731508203926558,5,29.0367386698416,1,"up"
"RHOC",0.0625993460865726,0.0770128881859391,0.416308383499927,9,71.3811076062499,1,"up"
"RHOF",0.0438178489834229,0.132139657625116,0.740189384907309,6,62.2041006760125,1,"up"
"RHOG",0.0098038273713094,0.0597486459678126,0.869664614784272,9,13.9261845396375,1,"up"
"RHOH",-0.0398956533001047,0.0400733962478334,0.319461759040362,9,10.7971915111414,1,"down"
"RHOJ",0.0262155786053014,0.102141310061507,0.797441328540889,7,50.686167767795,1,"up"
"RHOQ",-0.148597132088603,0.157033682216747,0.344008066899083,8,84.3989727646457,1,"down"
"RHOT2",0.0948035844348843,0.0903858221530757,0.294234862563127,8,84.1105762169665,1,"up"
"RHOV",-0.0590569276330715,0.0577327830297463,0.306338225647265,5,0,1,"down"
"RHOXF1",0.102527490570943,0.0915257070232229,0.262626711978391,2,0,1,"up"
"RHOXF1-AS1",0,10,0.9999999999,1,NA,1,"down"
"RHPN1",-0.00337147010159033,0.0478701272102545,0.943851795687851,8,0,1,"down"
"RHPN1-AS1",0.0523027598150298,0.0631050824254478,0.407206220872141,2,0,1,"up"
"RIBC1",0.00305481130383404,0.0412203576842306,0.940923425897513,9,0,1,"up"
"RIBC2",0.00981009409195529,0.0408980323110635,0.810433254787819,6,0,1,"up"
"RIC1",0.0269064571010389,0.0255424465320259,0.292156916377495,3,13.9084798619894,1,"up"
"RIC3",0.0942408211921261,0.239924595063897,0.694472006605735,5,47.7287892689635,1,"up"
"RIC8B",-0.036006336178487,0.0715933708132906,0.615014644995141,5,0,1,"down"
"RIDA",-0.010665890537867,0.0272206346516879,0.695183032785834,3,0,1,"down"
"RIF1",0.106341626418699,0.0974904928511061,0.275365425338738,9,71.1187748319367,1,"up"
"RIGI",-0.001625,43.4735855225094,0.999970175857468,1,NA,1,"down"
"RIIAD1",-0.0291346474570674,0.397705538543145,0.941601743162675,4,47.2551898721863,1,"down"
"RILP",-0.0474687929861845,0.109958038368811,0.665960076776315,4,55.5139504037333,1,"down"
"RILPL1",0.0978292709568266,0.0804838480033605,0.224169984895827,8,37.2777362576255,1,"up"
"RILPL2",0.0064321524585584,0.0665998925088158,0.923060716922261,9,42.8929588371009,1,"up"
"RIMBP3",0.0881103278426236,0.163020118465891,0.588860914822463,3,0,1,"up"
"RIMBP3B",-0.00174273981681772,0.0300556703901314,0.953761589891107,2,0,1,"down"
"RIMBP3C",0.65766251130383,2.39025333389994,0.783206043034197,3,0,1,"up"
"RIMKLB",0.0632679478908234,0.0587497681008921,0.281522489535673,9,1.42413299547831,1,"up"
"RIMS1",1.02372775851003,0.993631876415809,0.302874471640334,4,64.7751512317279,1,"up"
"RIMS2",-0.0276091680760877,0.053240941599535,0.604060463810207,7,0,1,"down"
"RIMS3",-0.464538755005084,0.590712900989563,0.43163107200432,5,64.2344197667754,1,"down"
"RIN1",0.0139169552908868,0.0821694761455473,0.865506469900358,8,57.6038071305373,1,"up"
"RIN2",0.0906539433910635,0.0817675860221251,0.267569012141885,8,66.799505011069,1,"up"
"RIN3",0.0562877145442826,0.0752503535935011,0.454456550072967,5,0,1,"up"
"RINL",0.0196592974642617,0.280106067427874,0.944046262202223,4,0,1,"up"
"RIOK1",-0.0180859670845455,0.0359449961836195,0.614854077268191,9,0,1,"down"
"RIOK2",-0.0159180502291405,0.0649568004403861,0.806413112440048,8,62.3321980796532,1,"down"
"RIOK3",0.0336670182321456,0.0596618872132632,0.57255208819239,8,62.7871937051897,1,"up"
"RIOX1",-0.0814607607801267,0.0818072635496538,0.319364630829362,3,19.5650892368383,1,"down"
"RIPK1",-0.000810207686569419,0.052783501645608,0.987753241076311,8,33.0964911371401,1,"down"
"RIPK2",-0.0112366283186538,0.0571166145679131,0.844037780845572,9,37.2320499641651,1,"down"
"RIPK2-DT",-0.0321083897867582,0.282032862789044,0.909359657894694,1,NA,1,"down"
"RIPK3",0.0661280364907913,0.168065301985864,0.693975092255081,7,42.9792101521696,1,"up"
"RIPOR1",0.0419671595873162,0.088486635619778,0.635302523562528,3,77.2150087979106,1,"up"
"RIPOR2",-0.0392649552918665,0.134957561608203,0.771094928343673,3,55.1505756288559,1,"down"
"RIPOR3",-0.0063055944954997,0.00575734366073591,0.27341748348371,3,0,1,"down"
"RIPOR3-AS1",-0.0519731149037126,0.0625169660510327,0.4057792319346,1,NA,1,"down"
"RIPPLY1",-0.0453951673690102,0.117022737203679,0.698077088963736,2,0,1,"down"
"RIPPLY2",-0.0238473658249937,0.062195466180568,0.701403844911471,3,0,1,"down"
"RIPPLY3",-0.0931946706875779,0.0739293672212085,0.207456361225482,6,37.0453666559172,1,"down"
"RIT2",-0.0572963685779595,0.0805611507621294,0.476950478409021,4,26.2420890471319,1,"down"
"RLF",-0.0116372487431195,0.0528459047582524,0.82570684176862,8,59.8190207669624,1,"down"
"RLIG1",-0.00569230769230769,0.181876360578717,0.975032142527111,1,NA,1,"down"
"RLIM",-0.027324774345391,0.0669564621788067,0.683201990976734,8,33.1329998702991,1,"down"
"RLN1",-0.0369523545279273,0.0522721994527132,0.479615109020538,8,0,1,"down"
"RLN2",-0.0171114921925441,0.0555086381505096,0.75787902577623,3,0,1,"down"
"RLN3",-9.62059369124016e-05,9.72124055307346,0.999992103761727,2,0,1,"down"
"RLTPR",NA,NA,1,0,NA,1,NA
"RMC1",0.035314863269011,0.114001011701451,0.756730730845702,3,86.5520972585906,1,"up"
"RMDN2-AS1",NA,NA,1,0,NA,1,NA
"RMDN3",0.0320772982863116,0.0731079689634438,0.66083102753185,7,44.6103940998536,1,"up"
"RMND1",-0.014214341807312,0.0375545206554724,0.705060069131598,6,8.12813012674647,1,"down"
"RMND5A",0.00750587973946786,0.0554462635698762,0.892317644914804,8,50.9959512406392,1,"up"
"RMRP",1.80010612341178,3.49226685038826,0.606235164651052,1,NA,1,"up"
"RMST",1.29683709551564,2.32792160647788,0.577473203884181,1,NA,1,"up"
"RN7SKP106",-0.00175,41.4610004700583,0.999966322617275,1,NA,1,"down"
"RN7SKP30",0.000375,44.5339794559044,0.999993281383924,1,NA,1,"up"
"RN7SKP80",0.000375,15.609967056615,0.999980832329166,1,NA,1,"up"
"RN7SKP9",-0.0015,32.2142172832305,0.999962847868373,1,NA,1,"down"
"RN7SL1",-0.324220271419261,0.422935778934869,0.443322605171601,2,70.1944321756991,1,"down"
"RN7SL181P",2.07704515016053,3.06035889872685,0.497332197778257,1,NA,1,"up"
"RN7SL2",-0.520740876420683,0.444521460739785,0.241412330987869,1,NA,1,"down"
"RN7SL3",-0.187993160720945,0.348168311098519,0.589232146291135,2,41.9889455386249,1,"down"
"RN7SL471P",-0.317483461955319,1.40879087355466,0.82170013732648,1,NA,1,"down"
"RN7SL473P",0.00025,44.4060263891603,0.999995508016447,1,NA,1,"up"
"RN7SL4P",-0.377100608238453,0.899686976032776,0.675109100335696,2,28.7495027160167,1,"down"
"RN7SL521P",0,10,0.9999999999,1,NA,1,"down"
"RN7SL605P",0.000625,16.0262780561889,0.99996888373903,1,NA,1,"up"
"RN7SL638P",-0.00116666666666667,0.317577064441768,0.997068858770397,1,NA,1,"down"
"RN7SL655P",0.000375,15.609967056615,0.999980832329166,1,NA,1,"up"
"RN7SL688P",0.000375,15.609967056615,0.999980832329166,1,NA,1,"up"
"RN7SL689P",0.590102445599184,1.27754871231555,0.64415152096269,1,NA,1,"up"
"RN7SL724P",0.046959404817029,0.0497188639880204,0.344914841043752,1,NA,1,"up"
"RN7SL731P",-0.874477340789918,1.13917784151257,0.44270168474777,1,NA,1,"down"
"RN7SL75P",-0.002,0.0920451862616328,0.982664562613421,1,NA,1,"down"
"RN7SL832P",-0.615428801178055,1.13612023990353,0.588029758024262,1,NA,1,"down"
"RNA5-8SN4",-0.380707169949557,0.619398154838618,0.538792184901755,1,NA,1,"down"
"RNA5-8SN5",-0.380707169949557,0.619398154838618,0.538792184901755,1,NA,1,"down"
"RNA5-8SP6",0.000625,7.62384969483404,0.999934589758468,1,NA,1,"up"
"RNA5S1",-0.0038,0.306663928124445,0.99011333429442,1,NA,1,"down"
"RNA5S10",0.000625,16.0262780561889,0.99996888373903,1,NA,1,"up"
"RNA5S13",-0.002,0.104110173622379,0.984673246417397,1,NA,1,"down"
"RNA5S17",-2e-04,5.52391493295172,0.999971111627521,1,NA,1,"down"
"RNA5SP109",0.000625,16.9900440485949,0.999970648819452,1,NA,1,"up"
"RNASE1",-0.0583758121523133,0.0940657232547479,0.534872464683807,8,23.839171783055,1,"down"
"RNASE10",0.216499552913002,1.87288379693319,0.907972023294295,2,0,1,"up"
"RNASE11",0,10,0.9999999999,1,NA,1,"down"
"RNASE11_2",0,10,0.9999999999,1,NA,1,"down"
"RNASE12",0,10,0.9999999999,1,NA,1,"down"
"RNASE13",0,7.07106781186548,1,2,0,1,"down"
"RNASE2",0.0165545849364745,0.0616489696906984,0.788291546855825,2,70.1914033650635,1,"up"
"RNASE3",-0.0041804042324059,0.0329479130918039,0.899036024521614,4,7.38888431514213,1,"down"
"RNASE4",0.0795556087557171,0.114250588366552,0.486224948624969,7,38.6760838026987,1,"up"
"RNASE6",-0.000809577526768697,0.008088804260472,0.920275906256748,4,0,1,"down"
"RNASE7",0.00822090644651915,0.0686198956613195,0.904638777261308,2,0,1,"up"
"RNASE8",-0.00166500432125473,0.122994517431299,0.989199187939402,2,0,1,"down"
"RNASE9",1.03816620993969,2.84725701186744,0.715395251641883,2,0,1,"up"
"RNASEH1",0.0207714338898104,0.0411563560193261,0.61377261617714,8,0,1,"up"
"RNASEH1-AS1",2.16365766975004,4.12623559192369,0.600023996919622,1,NA,1,"up"
"RNASEH1-DT",0.0914725213741156,0.145888057470695,0.530656047973524,3,0,1,"up"
"RNASEH2A",0.201557766751816,0.165633203987731,0.223645204401027,4,0,1,"up"
"RNASEH2B",0.034689475196659,0.0786850732278841,0.659310913711981,6,0,1,"up"
"RNASEH2B-AS1",NA,NA,1,0,NA,1,NA
"RNASEH2C",-0.0393599907429557,0.0869706719058986,0.650861106834651,8,53.7979820911208,1,"down"
"RNASEK",0.0324611490039639,0.125153606363192,0.795349416129308,6,80.0324073360323,1,"up"
"RNASET2",-0.117924401361029,0.102781087838239,0.251242945004019,6,46.4218082482463,1,"down"
"RND1",-0.0722063817632702,0.230133387028346,0.753704216973455,6,12.1941786145594,1,"down"
"RND2",-0.0215365709376363,0.0453955209907989,0.635199996067275,8,0,1,"down"
"RND3",-0.0121006120360563,0.238350051004342,0.959510200899454,7,84.1977056747377,1,"down"
"RNF103",0.0416654399387817,0.0959374272574049,0.664072001847503,8,69.0931284537093,1,"up"
"RNF103-CHMP3",-0.016168649588939,0.318966530574221,0.959571955276745,2,0,1,"down"
"RNF11",-0.0422999366143846,0.0798393189916397,0.596241352091876,9,72.3365161746181,1,"down"
"RNF111",0.0464788543112614,0.0434470804982442,0.284717968131761,8,0,1,"up"
"RNF112",-0.0813102017029878,0.0684645234956478,0.234981057316396,7,0,1,"down"
"RNF113A",0.0583194889967651,0.105260893827525,0.57954663791813,6,43.4710183093033,1,"up"
"RNF113B",0.182744982739888,0.171024059032776,0.285279805236499,1,NA,1,"up"
"RNF115",0.0637219177989249,0.0609561549637028,0.295850616439121,8,31.8758611024327,1,"up"
"RNF121",-0.0128090829175741,0.117701917506408,0.913340137084291,8,79.6421416921095,1,"down"
"RNF122",-0.0260582210088908,0.0978240773306797,0.789947800264366,5,0,1,"down"
"RNF125",-0.126637828622412,0.119017841497647,0.28731786989759,4,61.4867791992456,1,"down"
"RNF126",-0.0379101774650304,0.171227372067763,0.824779004085103,8,79.7016451297391,1,"down"
"RNF126P1",0.369113965739593,0.394883061107108,0.349921036994011,1,NA,1,"up"
"RNF128",0.024774134135525,0.119653188141427,0.835971191718013,7,67.7562400210173,1,"up"
"RNF13",0.0513701751347277,0.0600761712299225,0.392504625086079,9,50.5771834950284,1,"up"
"RNF133",-0.0169113436605216,0.0558933047150488,0.76222158286003,3,0,1,"down"
"RNF135",-0.00172293137226461,0.0350074091693923,0.960747007527161,8,19.408271796892,1,"down"
"RNF139-AS1",0.627797627118707,98.3706559280521,0.994907966923814,1,NA,1,"up"
"RNF141",-0.0830691666523845,0.0960652682823652,0.387194730432326,9,72.9541077623758,1,"down"
"RNF144A",-0.0628746375457466,0.0551700401689019,0.254431380647468,8,0,1,"down"
"RNF144A-AS1",NA,NA,1,0,NA,1,NA
"RNF144B",0.0769276432016019,0.116829071134714,0.510240540827601,8,77.5307504797465,1,"up"
"RNF146",0.0395303725260537,0.0426583946731062,0.354096462403839,8,0,1,"up"
"RNF148",0.0112056301044074,0.0470713866861218,0.811837593523414,2,0,1,"up"
"RNF149",0.0326749834650321,0.0526347240675861,0.534739390068838,9,13.0985469267645,1,"up"
"RNF14P4",0.831805846810693,2.12548276688341,0.6955391829465,1,NA,1,"up"
"RNF150",-0.248952920565378,0.257533991311734,0.333704102317302,4,65.4573217029199,1,"down"
"RNF151",-0.0337941744540087,0.0718556408071184,0.638136058980311,6,0,1,"down"
"RNF157",-0.0425053911892865,0.104041453939928,0.682875184830343,9,44.4566355840222,1,"down"
"RNF157-AS1",-0.0469373993488215,0.0558154602671907,0.400382088355219,3,0,1,"down"
"RNF165",-0.458460027189318,0.376958116338352,0.223905140878772,4,33.7068842707927,1,"down"
"RNF166",0.0621503561923925,0.0735243673703391,0.397941778506196,9,46.2439950190742,1,"up"
"RNF167",0.0475221877820551,0.0386603256060804,0.21898795217727,9,16.0030689834079,1,"up"
"RNF168",0.0297411668213665,0.0782056182072391,0.703726814448471,5,51.5936051719048,1,"up"
"RNF17",-0.0674633931518292,0.0821483682068906,0.411510496764214,7,57.9384120122827,1,"down"
"RNF170",0.0521088597987489,0.0776873564442987,0.502379267730141,4,32.7561029435557,1,"up"
"RNF175",0.0222633660318129,0.0629665936062498,0.72365797578678,4,33.8656714278586,1,"up"
"RNF181",-0.00901640174574069,0.0482680108644662,0.851818465176096,8,40.686250248013,1,"down"
"RNF185",-0.0372403992844985,0.0495742387050813,0.452529494291028,9,43.0799522731599,1,"down"
"RNF186",0.00765534882490477,0.0425702328183827,0.857287066338782,5,0,1,"up"
"RNF187",-0.00916035065202634,0.063426009072963,0.885164262968571,8,53.0556977042126,1,"down"
"RNF19A",-0.00742917754398571,0.0202327319186053,0.71348022095063,8,4.98853004476542,1,"down"
"RNF2",-0.0952828651832014,0.0917846042564757,0.299217072989558,8,82.3616584821299,1,"down"
"RNF20",-0.017356526996503,0.0454723627949161,0.702688368150967,9,27.5111005231365,1,"down"
"RNF207",-0.0197521590037111,0.0447987929899899,0.659279395217361,8,0,1,"down"
"RNF212",0.0498515602736955,0.0508377098447077,0.326789044535823,5,0,1,"up"
"RNF212B",-0.0017,0.554500633762115,0.997553832140282,1,NA,1,"down"
"RNF213",0.0032425314739075,0.0300443806540855,0.914055405172601,6,0,1,"up"
"RNF213-AS1",-0.0237281617358097,0.0630624671776694,0.706720338389603,2,0,1,"down"
"RNF216",-0.00492645113466249,0.154663168585026,0.974589459472147,5,80.3160265421335,1,"down"
"RNF217",0.0179624523649288,0.112755824389072,0.873429379826225,6,58.2949709443991,1,"up"
"RNF217-AS1",0.334762836672969,0.34577031861955,0.332961803877669,2,0,1,"up"
"RNF219",-0.0377080684936377,0.075582124227915,0.617848466478638,5,0,1,"down"
"RNF219-AS1",NA,NA,1,0,NA,1,NA
"RNF220",0.0140138712804278,0.0769739453539826,0.855535692553255,8,56.4650448435816,1,"up"
"RNF222",0.000752514034747024,0.000751739547536213,0.316812179166142,3,0,1,"up"
"RNF223",0.218052502801138,0.699970151794635,0.755407728725766,4,0,1,"up"
"RNF224",NA,NA,1,0,NA,1,NA
"RNF227",-0.185620024492305,0.278603278800162,0.505249965383923,2,60.4682389007341,1,"down"
"RNF25",0.0675384203965207,0.075862386370438,0.373317998358207,8,43.662453258184,1,"up"
"RNF26",0.00453080239309723,0.00467769768069967,0.332746465879121,7,0,1,"up"
"RNF32-DT",-0.17791614879649,0.182326483225546,0.3291582390033,3,48.917343584769,1,"down"
"RNF34",-0.0323195293263384,0.0520513808396131,0.534654967285968,8,0,1,"down"
"RNF38",0.0107155157571704,0.112547351503491,0.92414885701037,8,87.8429528764395,1,"up"
"RNF4",0.0273292397279026,0.0368674896568819,0.458521926400065,9,19.1572671514598,1,"up"
"RNF40",-0.00246233807671632,0.0311865699046417,0.937068353583643,6,10.3019882920361,1,"down"
"RNF41",-0.0203451399445447,0.044849980068478,0.650097669344016,9,0,1,"down"
"RNF43",-0.0703494361023757,0.0813433766305382,0.387123709613165,9,0,1,"down"
"RNF44",-0.0178591376530264,0.0384998457844068,0.642736901491747,8,15.4885464570656,1,"down"
"RNF5",0.0311384882612769,0.194300703921519,0.872676844832391,7,89.3257030291641,1,"up"
"RNF6",-0.00194979205603983,0.0326002435481876,0.952307657532743,9,0,1,"down"
"RNF6P1",0,10,0.9999999999,1,NA,1,"down"
"RNF7",-0.0268343278573434,0.0655851323773561,0.682427672288617,9,60.6794980261686,1,"down"
"RNF8",-0.0515309787769712,0.0515226695984122,0.317232467813883,8,51.8401199942954,1,"down"
"RNFT1",-0.021634340788973,0.0652569568177655,0.740247634271234,9,41.8024313236849,1,"down"
"RNFT1-DT",-0.30477094342672,0.5868802520045,0.603546767286251,1,NA,1,"down"
"RNFT2",-0.0200900071399292,0.0327841349720147,0.54001082526506,5,0,1,"down"
"RNGTT",-0.0416526311766389,0.113249180011804,0.71302511633108,9,70.6621962919029,1,"down"
"RNH1",0.0714943056450297,0.091135745953275,0.432757639753139,9,84.8636119950345,1,"up"
"RNMT",0.0401768830884358,0.0630872064227509,0.52422466373405,8,36.7001661801083,1,"up"
"RNMTL1",0.33455211658834,2.02563456532837,0.868818704179119,2,0,1,"up"
"RNPC3",0.019010422363372,0.0551865400688565,0.73048856298511,9,0,1,"up"
"RNPC3P1",0.0210822550694294,0.0829956853907984,0.799482982660632,1,NA,1,"up"
"RNPEP",-0.0354368886903001,0.0533782276083276,0.506765307759415,9,41.5829778020471,1,"down"
"RNPEPL1",0.0298638744193064,0.0761005870840756,0.694743231458652,7,44.1946882499551,1,"up"
"RNU1-1",-0.00307692307692308,0.0774382285031217,0.96830527214908,1,NA,1,"down"
"RNU1-2",-0.00138461538461538,3.33590286837991,0.999668826326814,1,NA,1,"down"
"RNU1-27P",-0.000769230769230769,0.671694207084977,0.999086255004387,1,NA,1,"down"
"RNU1-28P",-0.00707692307692308,0.0126322171949223,0.575323860440214,1,NA,1,"down"
"RNU1-3",-0.00115384615384615,100,0.999999725937067,1,NA,1,"down"
"RNU1-4",-6.67201336914157e-20,3.32710689246711e-18,0.984000695350931,1,NA,1,"down"
"RNU12-2P",-0.0198804932539716,0.0862788438117801,0.817764322242825,1,NA,1,"down"
"RNU2-1",-0.00175,41.4610004700583,0.999966322617275,1,NA,1,"down"
"RNU2-11P",-0.00116666666666667,0.314265591279119,0.997037972948246,1,NA,1,"down"
"RNU2-17P",0.000375,24.3688697091349,0.999987721764946,1,NA,1,"up"
"RNU2-52P",-0.110332565738795,0.194810673286047,0.571150501140782,1,NA,1,"down"
"RNU4-2",-0.501638652011148,1.74748766292338,0.774064256914413,1,NA,1,"down"
"RNU6-1105P",0.000625,17.1370804452838,0.999970900653003,1,NA,1,"up"
"RNU6-176P",-0.002,0.101926106573729,0.984344867283969,1,NA,1,"down"
"RNU6-2",-0.002,0.0920451862616328,0.982664562613421,1,NA,1,"down"
"RNU6-204P",0.000625,16.0262780561889,0.99996888373903,1,NA,1,"up"
"RNU6-268P",0.000625,13.3506614896852,0.999962647704707,1,NA,1,"up"
"RNU6-271P",0.000625,13.3506614896852,0.999962647704707,1,NA,1,"up"
"RNU6-388P",0.000625,7.62384969483404,0.999934589758468,1,NA,1,"up"
"RNU6-403P",-0.00175,41.4610004700583,0.999966322617275,1,NA,1,"down"
"RNU6-5P",-0.00176923076923077,100,0.999998354500955,1,NA,1,"down"
"RNU6-8",-0.00116666666666667,0.314265591279119,0.997037972948246,1,NA,1,"down"
"RNU6-813P",0.0313122621959563,0.0441589802972111,0.478274658489448,1,NA,1,"up"
"RNU6-878P",-0.00116666666666667,0.314265591279119,0.997037972948246,1,NA,1,"down"
"RNU6-917P",-0.00115384615384615,5.81339920127563,0.999841635505532,1,NA,1,"down"
"RNU6-925P",0.000538461538461538,100,0.999999926880696,1,NA,1,"up"
"RNU6-945P",0.000625,16.9900440485949,0.999970648819452,1,NA,1,"up"
"RNU6-94P",-0.00123076923076923,14.2897851038012,0.999931278759002,1,NA,1,"down"
"RNU6ATAC27P",-0.085396753346946,0.130228957317879,0.511989367394142,1,NA,1,"down"
"RNU7-103P",0.000375,71.9055974146681,0.999995838895426,1,NA,1,"up"
"RNU7-125P",0.000375,15.609967056615,0.999980832329166,1,NA,1,"up"
"RNU7-13P",0.000625,16.0262780561889,0.99996888373903,1,NA,1,"up"
"RNU7-140P",-0.00116666666666667,0.246586987936274,0.996225016348729,1,NA,1,"down"
"RNVU1-18",-0.00292307692307692,0.139865278307998,0.983326039135291,1,NA,1,"down"
"RNVU1-27",-0.00116666666666667,0.314265591279119,0.997037972948246,1,NA,1,"down"
"RNVU1-31",-0.003625,0.151949956079201,0.980967041539802,1,NA,1,"down"
"RNVU1-7",0.000625,13.3506614896852,0.999962647704707,1,NA,1,"up"
"RNY1",-0.00175,41.4610004700583,0.999966322617275,1,NA,1,"down"
