"pathway","pval","padj","ES","NES","nMoreExtreme","size","leadingEdge"
"REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS",0.0588235294117647,1,-0.415259235791874,-1.30138836235842,0,330,"KISS1,PLPPR1,CHRM2,CCL27,CXCL8,INSL3,CXCL13,OXER1,NPB,SAA1,P2RY1,CXCL1,ADRA1D,HTR2A,NPFFR1,P2RY2,MAS1,CCL13,GNRHR,CCL2,MC4R,CXCL3,C3,ACKR3,PTGDR2,SSTR4,GNRH1,ADRB2,HCRTR1,PRLH,HCAR1,CXCL5,MTNR1A,CCL3L3,ADRA2C,CCL19,ANXA1,OXGR1,RXFP2,CCL16,NMUR1,GPHB5,NMBR,TACR1,CCKAR,CCL23,S1PR3,CGA,GALR3,FSHB,HTR1B,MCHR2,OXTR,CCR4,GPR31,LHCGR,FSHR,OPN4,OPRK1,PTGIR,CORT,TAAR2,ADORA2B,GNRH2,CXCL6,TAAR1,NPY2R,APLNR,XCR1,NPY,SSTR5,EDNRB,ECE2,CNR1,GPR65,TAC1,GHSR,CCL22,CCL20,SSTR2,F2,BDKRB1,CCR3,TACR3,TACR2,HCAR2,HTR2C,PTGDR,PDYN,GPHA2,HTR5A,OPRD1,CCR1,PPY,CHRM4,GPR37L1,NPY5R,LPAR1,P2RY12,HRH1,ACKR4,OPN1SW,P2RY6,HTR7,PLPPR3,CXCR5,AVPR1A,ACKR2,CCR9,C5"
"GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION",0.0590185676392573,1,-0.618347227660258,-1.41163967202014,88,32,"GAS2L2,MAP6D1,BMERB1,TPX2,STMN2,SPEF1,WDR47"
"GOBP_KERATINIZATION",0.0593080724876442,1,-0.4767489283258,-1.26787206252061,35,80,"SPRR2G,CYP26B1,LCE1D,KRT5,LCE1A,KRT81,KRT85,CASP14,KRT10,SPRR2E,KRT84,CERS3,KRT1,KRTAP6-3,LCE3B,KAZN,LCE2A,PPL,SPRR1A,LCE2C,KRT16,KRT86,EVPL,IVL,LCE3C,LORICRIN,SPRR3"
"KEGG_SULFUR_METABOLISM",0.0604255319148936,1,-0.775545787510555,-1.49957384272402,141,13,"SULT1A2,SULT1A4,PAPSS2"
"KEGG_TASTE_TRANSDUCTION",0.0626654898499559,1,-0.548857997609093,-1.35246666186288,70,48,"TAS2R19,TAS2R20,TAS2R3,TAS2R41,KCNB1,GRM4,TAS2R31,ADCY4,SCNN1G"
"GOBP_N_ACETYLGLUCOSAMINE_METABOLIC_PROCESS",0.0628066732090285,1,-0.720110725474578,-1.46302181370071,127,18,"CHST5"
"GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE",0.0641304347826087,1,-0.681139560141933,-1.45128545326941,117,23,"TERC"
"GOBP_MONOSACCHARIDE_TRANSMEMBRANE_TRANSPORT",0.0642201834862385,1,-0.419485913562302,-1.19148620402526,20,121,"RSC1A1,DHRS7C,IRS1,PID1,SLC2A12,C3,IRS2,PDZK1IP1"
"GOBP_DETOXIFICATION_OF_INORGANIC_COMPOUND",0.0647959183673469,1,-0.69819138422417,-1.44463515787409,126,20,"MT1A,MT1X,MUC2"
"GOBP_POSITIVE_REGULATION_OF_T_CELL_PROLIFERATION",0.0669856459330144,1,-0.437914382819984,-1.22030269497648,27,105,"CD24,HLA-DPB1,BMI1,VCAM1,TFRC,PNP,GPAM,IL12A,ICOSLG,CD209,CCL19,TNFSF9,ANXA1,SYK,CD86,ZP4,CD55,IL2,NCK1,CD80,CD28,IL12RB1,JAK2,PRKCQ,CD46,DNAJA3,IL15,SASH3,SLAMF1,IL12B,HHLA2,HES1,IGFBP2,PTPRC,IL6,EBI3,TNFSF4,IL18,IL6ST,IL12RB2,SPN,IL2RA,PDCD1LG2,ZP3"
"REACTOME_DIGESTION_AND_ABSORPTION",0.0670257330939557,1,-0.645411604170167,-1.41964301185524,111,27,"RSC1A1,CHIT1,MGAM"
"GOBP_RESPIRATORY_SYSTEM_PROCESS",0.0670785525154457,1,-0.544083156645914,-1.34070075292736,75,48,"CFAP221,NEK10,CFAP54,ODAD4,CCBE1,RAB3A,CFAP43,NDN,TLX3,TCF15"
"GOBP_SENSORY_PERCEPTION_OF_BITTER_TASTE",0.0696,1,-0.563791807385409,-1.36092237210944,86,42,"TAS2R19,TAS2R20,TAS2R3,TAS2R41,TAS2R31"
"GOBP_COPPER_ION_TRANSPORT",0.07049254405784,1,-0.745124422815229,-1.46844895627977,155,15,"HEPHL1,STEAP2"
"GOBP_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION",0.0709969788519638,1,-0.571089472204886,-1.35873893260106,93,39,"KCNE5,SCN2B,CASQ2,CAV3,ATP1B1,KCND3,KCNIP2,KCNE2,ATP1A1,SCN4B,KCNE3,KCNJ8,ANK2"
"GOBP_RESPONSE_TO_PAIN",0.0711206896551724,1,-0.583519437915329,-1.35978416249275,98,36,"CRH,TRPA1,GRIA1,ATAT1,TACR1,GCH1,EDNRB,TAC1,P2RX3"
"GOBP_INNER_DYNEIN_ARM_ASSEMBLY",0.0735770476631189,1,-0.724561203182856,-1.44773636343211,158,16,"CCDC39,DNAH2,DNAI3,DNAAF11,DNAAF4"
"GOBP_MEMBRANE_REPOLARIZATION_DURING_VENTRICULAR_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL",0.0739673390970221,1,-0.712022992921132,-1.43683141569629,153,17,"KCNE5,SCN2B,CASQ2,KCND3,KCNE2,KCNE3,KCNJ8,KCNQ1"
"GOBP_REFLEX",0.074370709382151,1,-0.653477041476427,-1.41826885894989,129,25,"SLC1A1,FOXP2,HPN,NPNT,NMBR,ZPLD1,NR4A3,GABRB3,TMC2,ADRA1A,GLRA1,MRGPRX1,GLRB,CACNG2,NPSR1,SHANK1"
"GOBP_MONOSACCHARIDE_CATABOLIC_PROCESS",0.0746113989637306,1,-0.505629424088268,-1.28483021026523,71,57,"FUT5,ACTN3"
"GOBP_CELL_ADHESION_MEDIATED_BY_INTEGRIN",0.075134168157424,1,-0.451674398175819,-1.21090547456751,41,85,"FYB2,ITGB6,CXCL13,FBN1,VCAM1,FERMT1,ICAM3,NPNT,ITGAD,ITGB8,FOXC2,ITGB3,SYK,ACER2,ICAM4,ITGAV,VTN,ADAM17,ICAM2,EPHA8,EXT1,EFNA1,ITGA4,ITGB2,IFT74,NEXMIF,PDE3B,P2RY12,CRK,TESC,ICAM5,ITGBL1,DPP4,ITGA2B,WNK1,LIF,PLAU,SWAP70,CCL21,ITGB5"
"GOBP_ACTIN_MEDIATED_CELL_CONTRACTION",0.0757575757575758,1,-0.416353392599181,-1.18088482820649,24,120,"KCNE5,SCN2B,MYH7B,CASQ2,PLN,TNNC1,PDE4D,CAV3,CTNNA3,MYH6,EMP2,MYLK2,SGCD,KCND3,ATP2A2,ADRB2,MYH2,DSG2,MYBPC3,RANGRF,MYL6B,SCN1A,STC1,DSP,KCNE2,LUZP1,GPD1L,FRMD6,PIK3CA,ATP1A1,GJA1,SCN4B,KCNE3,PDPN,VIL1,KCNJ8,ANK2"
"GOBP_CATECHOL_CONTAINING_COMPOUND_METABOLIC_PROCESS",0.0766839378238342,1,-0.5046258255244,-1.28228001501866,73,57,"SULT1A2,SULT1A4,PRKN,SLC1A1,MDGA1,MOXD1,AOC2,GCH1,GRIN2A,SLITRK1,NPY,VPS35,EPAS1,PAH,TACR3,ITGB2,INSM1"
"GOBP_CILIUM_MOVEMENT",0.0769230769230769,1,-0.374780869017879,-1.14009239631471,1,286,"TAC4,GAS2L2,CFAP69,CFAP221,TSSK4,CCDC39,DNAI4,CFAP141,NEK10,CFAP54,DEFB1,DNAH2,DNAI3,CFAP52,AQP4,MAFIP,CEP78,TTC12,ODAD4,IFT81,TPPP2,DNAAF11,SEPTIN4,DNALI1,DNAAF4,INTS13,MNS1,DNAJB13,SPEF1,TNP1,TTLL8,BBS1,MKKS,SORD,TMEM249,EFCAB2,TACR1,ATP2B4,CLXN,ODAD1,CATSPER3,LRRC46,CFAP43,TCTE1,DNAAF3,RFX3,DYNLL2"
"GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION",0.0780856423173804,1,-0.541473507822645,-1.32157890050662,92,45,"GAS2L2,MAP6D1,BMERB1,TPX2,STMN2,SPEF1,WDR47"
"GOBP_REGULATION_OF_ACTION_POTENTIAL",0.0787207872078721,1,-0.480857897055861,-1.24931025931188,63,65,"TRPA1,KCNB1,UNC79,CASQ2,KCNQ3,CAV3,CTNNA3,ATP2A2,DSG2,RANGRF,NALF1,DSP,TACR1,KCNE3,ANK2,NALCN,TAC1,SLC4A3,KCNK9"
"GOBP_PROTON_MOTIVE_FORCE_DRIVEN_ATP_SYNTHESIS",0.0790881849315068,1,0.650638096362958,1.25986082975164,738,75,"MT-ATP8,MT-ND1,MT-ND2,MT-ND4L,MT-ND4,MT-ND3,MT-ND5,MT-ND6"
"GOBP_OLFACTORY_BEHAVIOR",0.0793714746172442,1,-0.78289702836319,-1.47161156044422,196,11,"CFAP69,BBS1"
"GOBP_CHEMICAL_SYNAPTIC_TRANSMISSION_POSTSYNAPTIC",0.0802675585284281,1,-0.414380715412644,-1.17828555728502,23,125,"CHRFAM7A,HTR3E,CRH,INSYN2A,PRKN,RGS4,GRIA1,KCNK2,SLC8A3,ADRB2,SSH1,SYT1,CHRNA2,PTEN,ELOVL4,STX1A,SEZ6,P2RX1,GRIN2A,PRKCZ,NPY2R,NRXN1,GABRB3,GRIK2,GRM5,NLGN1"
"GOBP_ETHANOL_METABOLIC_PROCESS",0.0804338002711252,1,-0.732663775813156,-1.44389221981469,177,15,"SULT1A2,SULT1A4,ACSS2"
"GOBP_REGULATION_OF_REPRODUCTIVE_PROCESS",0.0825688073394495,1,-0.376735588372871,-1.12266734215214,8,189,"TAC4,CFAP69,NOX5,DEFB1,IHO1,AURKA,P2RY1,TPPP2,INHBA,INTS13,ZP2,PTGDR2,FBXO43,PKDREJ,PDIK1L,HORMAD2,PLAT,ZP4,TACR1,ZFPM2,CLXN,WNT5A,RPS6KA2,CACNA1H,DUSP1,ASTL,ZP1,CDC23,GJA1,MSX2,STK35,SULF1,CFAP206,HOXD13,UBE2B,TEX101,EDNRB,IRGC,VEGFA,TAC1,WAPL,NKX3-1,C1QBP,SEMG1,ESR1,YTHDC2,INSR,PLCB1,TACR3,TACR2"
"GOBP_PROTEIN_LOCALIZATION_TO_CELL_PERIPHERY",0.0833333333333333,1,-0.357007983243937,-1.09712645939329,0,367,"RSC1A1,CRB3,FYB2,LGI1,SLC1A1,KCNB1,ARHGAP44,LRRC15,VAMP5,P2RY1,CAV3,PID1,PHAF1,EMP2,ATP1B1,WDR19,PALM,DUOXA2,IFT20,BBS1,C1QL3,SYS1,RHOQ,PKP1,TMEM59,RANGRF,TSPAN5,ERBB4,VAMP4,ATP2B4,PPP2R5A,GBP1,OPTN,ACTN2,HSP90B1,ARL6IP5,RAB38,GPC6,CACNG3,EFR3A,EPB41L2,RAB10,SLC4A1,GPSM2,NPTX1,SORL1,TSPAN33,MRAP,EHD1,CSRP3,S100A10,VAMP3,GRIN2A,CNST,PALS1,KCNB2,ZDHHC5,PRKCZ,NRXN1,GOLPH3,IFNG,VIL1,IQSEC2,ANK2,LYPLAL1,PKDCC,ARL6,RAPSN,VPS35,GHSR,LYPD1,CAMK2A,ARFRP1,GRIP2,EGFR"
"GOBP_PHOTORECEPTOR_CELL_MAINTENANCE",0.0834042553191489,1,-0.533535224324621,-1.307190750322,97,46,"ADGRV1,CDHR1,ESRRB,BBS10,PCDH15,BBS1,MKKS,SPATA7,USH1G,BBS12,CLCN3,CROCC,NPHP3,RP1,TMEM216,NXNL1,ERCC6,LCA5,BBS2,RDH12,MAK,CIB2,RHO"
"GOBP_PLASMA_MEMBRANE_FUSION",0.0835087719298246,1,-0.589384319775616,-1.35669029633129,118,34,"TMEM95,NOX5"
"GOBP_PHENOL_CONTAINING_COMPOUND_METABOLIC_PROCESS",0.0835734870317003,1,-0.417927065944134,-1.18739831915923,28,118,"SULT1A2,SULT1A4,PRKN,SLC1A1,HPN,MDGA1,MOXD1,DCT,DUOXA2,TPO,TYR,CYP1A1,TPH1,WNT5A,RAB38,CGA,ALDH9A1,AOC2,GCH1,GRIN2A,SLITRK1,NPY,PDE1B,VPS35,BCL2,EPAS1,TYRP1,SLC45A2,PAH,PMEL,TACR3,SLC5A5,RAPGEF2,ITGB2,INSM1"
"GOBP_PROTEIN_LOCALIZATION_TO_CILIARY_TRANSITION_ZONE",0.0840021401819155,1,-0.666821747823362,-1.40361402595408,156,22,"CC2D2B,TMEM231,TMEM17,SPATA7,B9D2,TMEM237"
"GOBP_PRIMARY_ALCOHOL_CATABOLIC_PROCESS",0.0840537944284342,1,-0.704355772987227,-1.42135929951239,174,17,"SULT1A2,SULT1A4,ACSS2"
"GOBP_RESPONSE_TO_FOOD",0.0847926267281106,1,-0.507361923460431,-1.27150859930734,91,52,"ALKAL2,TRPA1,PPARA,FBN1,SLC16A1,MC4R,ETNPPL,MKKS,CYP1A1"
"GOBP_REGULATION_OF_MAST_CELL_ACTIVATION",0.0854398382204247,1,-0.690795292559148,-1.41619954013452,168,19,"HAVCR1"
"GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY",0.0857142857142857,1,-0.381239824466527,-1.13925186438567,2,249,"TAC4,GAS2L2,CFAP69,TSSK4,CCDC39,CFAP141,CFAP54,DEFB1,DNAH2,DNAI3,CFAP52,MAFIP,CEP78,TTC12,ODAD4,IFT81,TPPP2,DNAAF11,SEPTIN4,DNALI1,INTS13,MNS1,DNAJB13,TNP1,TTLL8,BBS1,MKKS,SORD,TMEM249,EFCAB2,TACR1,ATP2B4,CLXN,ODAD1,CATSPER3,LRRC46,CFAP43,TCTE1,RFX3,DYNLL2,EFHB,PACRG,NME5,CATSPERE,DYNC2H1,CFAP206,DUSP21,TBC1D21,EFCAB6,VPS13A,UBE2B,NME7,TEX101,IRGC,TAC1,EFHC1,RSPH9,SEMG1,TACR3,TACR2,LZTFL1"
"REACTOME_G_ALPHA_S_SIGNALLING_EVENTS",0.0867052023121387,1,-0.394117373857345,-1.14623265810841,14,157,"CRH,GPR20,PDE11A,PDE4C,INSL3,GPR176,PDE4D,ADCY2,PDE7B,MC4R,ADCY4,ADRB2,CRHR1,GNG10,PDE4A,CALCRL,FN1,CALCB,RXFP2,GIPR,GPR150,GPHB5,GHRHR,CGA,PTHLH,FSHB,GNG12,GNG7,LHCGR,FSHR,GNG4,PTGIR,SCTR,TAAR2,ADORA2B,TAAR1"
"GOBP_DESMOSOME_ORGANIZATION",0.0867600542250339,1,-0.726092262489023,-1.43094145402776,191,15,"KPRP"
"GOBP_CELLULAR_RESPONSE_TO_CADMIUM_ION",0.0888175494917068,1,-0.660437715609392,-1.39017607617676,165,22,"MT1A,MT1X"
"GOBP_RESPONSE_TO_ETHER",0.0888175494917068,1,-0.660814519708979,-1.39096922295241,165,22,"CRH,PRKN,UCP3,CAV3,CYP1A1,LIPA,GOLPH3,PLCB1"
"REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",0.0889787664307381,1,-0.688223170692679,-1.4109264326833,175,19,"FUT5"
"REACTOME_RESPONSE_TO_METAL_IONS",0.0906811533639783,1,-0.759027501163004,-1.44364583177626,216,12,"MT1A,MT1X"
"GOBP_MULTI_MULTICELLULAR_ORGANISM_PROCESS",0.0909090909090909,1,-0.369735329676026,-1.11125568391291,6,213,"A1CF,PSG1,PSG11,PSG4,CRH,FOSB,SLC38A3,EMP2,AGRP,GNRH1,CRHR1,PAPPA,IL11RA,PTGIS,PSG5,PTGS2,CYP1A1,ENDOU,ITGB3,CLIC5,STC1,TACR1,CLDN4,PTHLH,FSHB,IHH,OXTR,GJA1,P2RX1,SMAD3,VEGFA,BCL2,SERPINE2,TAC1,GHSR,C1QBP,UBE2Q1,SEMG1,FBN2,ESR1"
"GOBP_CORNIFICATION",0.0912584053794428,1,-0.700327234887989,-1.41322988493187,189,17,"CYP26B1,CASP14,KRT10,SPRR2E,CERS3,KRT1,SPRR1A"
"GOBP_POTASSIUM_ION_EXPORT_ACROSS_PLASMA_MEMBRANE",0.0925628678437667,1,-0.654394947010882,-1.37745646289458,172,22,"KCNE5,KCNB1,KCNT2,KCND3,KCNIP2,NEDD4,KCNE2,KCNE3,KCNK5"
"REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES",0.094300518134715,1,-0.495158639921002,-1.25822341251502,90,57,"CCL27,CXCL8,CXCL13,CXCL1,CCL13,CCL2,CXCL3,ACKR3,CXCL5,CCL3L3,CCL19,CCL16,CCR4,CXCL6,XCR1,CCL22,CCL20,CCR3,CCR1,ACKR4,CXCR5,ACKR2,CCR9,CX3CR1,CCL11"
"REACTOME_KERATAN_SULFATE_BIOSYNTHESIS",0.0945179584120983,1,-0.605012351695884,-1.35137263974021,149,29,"CHST5,B4GALT6,PRELP,ST3GAL2,KERA,B4GALT4"
"GOBP_DETOXIFICATION_OF_COPPER_ION",0.0952778938570832,1,-0.754721931179369,-1.43545677650386,227,12,"MT1A,MT1X,MUC2"
"GOBP_RESPONSE_TO_MONOAMINE",0.0959409594095941,1,-0.473604293094037,-1.23046477106685,77,65,"HTR3E,SULT1A4,PRKN,SLC1A1,RGS4,HTR2A,GNAL,PALM"
"GOBP_REGULATION_OF_SYSTEMIC_ARTERIAL_BLOOD_PRESSURE",0.0968523002421307,1,-0.417013606566973,-1.17198290878674,39,108,"TAC4,CRH,RASL10B,CMA1,MAS1,EMP2,ARHGAP42,ADM5,ADRB2,CORO2B,ENPEP,TACR1,CYP4F12,RPS6KA2,OXTR,FSHR,NCALD,KLK3,EDNRB,DDAH1,NPPB,TAC1"
"GOBP_DETECTION_OF_CHEMICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_TASTE",0.0970328789093825,1,-0.538486451201064,-1.30535604496554,120,43,"TAS2R19,TAS2R20,TAS2R3,TAS2R41,TAS2R31"
"GOBP_SLEEP",0.0970384373030876,1,-0.601071305727948,-1.34256980839619,153,29,"CRH,PLN,GHRHR,GRIN2A,NPY2R,GABRB3,CSF2,PTGDR,CARTPT,CHRNB2,IL18,FXR1,NMU"
"REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES",0.0984555984555985,1,-0.490189030939816,-1.24155463284367,101,55,"FXYD2,ATP13A4,PLN,ATP1B1,ATP2A2,ATP2B4,ATP1A3,ATP8A2,SLN,ATP1A1,ATP2B2,FXYD4,FXYD6,ATP8A1,ATP9B"
"GOBP_ESTABLISHMENT_OF_SKIN_BARRIER",0.0988063660477454,1,-0.581778391126255,-1.32815580065817,148,32,"KPRP,CYP26B1,LSR,KLF4,KRT1,CLDN4,ALOX12,KRT16"
"HALLMARK_ALLOGRAFT_REJECTION",0.0989010989010989,1,-0.369275284630682,-1.10630770767577,8,200,"CXCL13,CCL13,INHBA,THY1,TLR3,CCL2,IFNGR2,SOCS1,IL12A,KRT1,ICOSLG,CCL19,TLR1,PSMB10,CD86,RPL9,CD96,UBE2D1,IRF4,HLA-G,IL2,CD74,HCLS1,BCL3,EREG,NCK1,HLA-DQA1,CD40,EIF3J,CFP,HLA-DMA,RPL39,CD8B,CD80,SIT1,CD28,BRCA1,SOCS5,IRF7,FASLG,IFNG,GZMB,HLA-DRA,IL12RB1,GPR65,JAK2,CCL22,F2,EGFR,RPS19,FAS,CSF1,IL15,CD247,ITGB2,IL12B,CCR1,NCF4,WAS,DYRK3,CARTPT,IL2RB,INHBB,GALNT1,PTPRC,IGSF6,CCL11,HDAC9,IL6,KLRD1,TAP2,IL18,LIF,LTB,CD79A"
"GOBP_VENTRICULAR_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION",0.0989287964713296,1,-0.598680816946753,-1.33723034528365,156,29,"KCNE5,SCN2B,CASQ2,CAV3,KCND3,KCNE2,SCN4B,KCNE3,KCNJ8,ANK2"
"GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER",0.0991983967935872,1,-0.491979471661214,-1.24882338306541,98,56,"CHRM2,HTR2A,CCL2,SSTR4,CALCRL,MTNR1A,ANXA1,GALR3,HTR1B,LHCGR,PTGIR,XCR1,NPY,SSTR5,CNR1,SSTR2,HTR2C,HTR5A,OPRD1,CCR1,CHRM4,HRH1,HTR7,OR10J5,OPRM1,HTR4,AGTR2"
"GOBP_ADENOSINE_METABOLIC_PROCESS",0.101531023368251,1,-0.761388601498752,-1.43118217002126,251,11,"NT5C1A,NT5C2,ACP3,ADA2,PTGDR,BLOC1S6"
"GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION",0.101644245142003,1,-0.551805941661322,-1.30318022297509,135,38,"GAS2L2,MAP6D1,BMERB1,TPX2,STMN2,SPEF1,WDR47"
"GOBP_BILE_ACID_BIOSYNTHETIC_PROCESS",0.101892285298399,1,-0.553601411193692,-1.2999439223566,139,37,"MALRD1,NR1D1,PROX1,CYP7A1,CYP39A1,STAR,AMACR,ABCB11,CYP46A1"
"GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC",0.102564102564103,1,-0.370222452847316,-1.10826727753605,3,242,"MBD3L3,MBD3L2B,TDRD9,PTENP1-AS,ERI2,H3C6,H2AC7,H2AC21,BMI1,H3-3B,H2AC8,H2AC20,E2F6,ZNF304,TNP1,H2AC15,H2AC11,HMGA2,H2AC4,BCL6,TDRD12,H3C2,H3C11,DNMT3A"
"GOBP_REGULATION_OF_EATING_BEHAVIOR",0.102730217491902,1,-0.700471061042799,-1.39960216217595,221,16,"CRH,NAPEPLD,AGRP,MC4R,OPRK1,NPY,GHSR,CARTPT"
"GOBP_RESPONSE_TO_COCAINE",0.103225806451613,1,-0.496088014145715,-1.24325485778945,111,52,"CRH,FOSB,SLC1A1,RGS4,GRIA1,HTR2A,PITX3,HOMER2,DNMT3A,PPP1R1B,OPRK1,SMAD3,ST8SIA2,TACR3,CARTPT,MYRF,CREB1,CHRNB2"
"GOBP_REGULATION_OF_CILIUM_BEAT_FREQUENCY",0.103746397694524,1,-0.691457006168893,-1.39533014936895,215,17,"GAS2L2,CCDC39,BBS1,MKKS,CFAP43"
"GOBP_RESPONSE_TO_L_GLUTAMATE",0.104514229636899,1,-0.680514068501797,-1.38257477847203,212,18,"PRKN,KCNB1,GRIA1,AMIGO1,GABRB3,GHSR,CREB1,GRIN2D"
"GOBP_PROTEIN_N_LINKED_GLYCOSYLATION",0.105476673427992,1,-0.432373151585356,-1.17707944582934,51,94,"FUT5,ST8SIA6,GFPT2,ALG11,MGAT4C,ALG14,OSTC,ALG2,ENTPD5,B4GALNT2,ST8SIA3,MGAT5B,ST8SIA2,ST8SIA5,SRD5A3,TUSC3,ST3GAL1,FUT8,MGAT2,GANC,FUT6,UGGT2,EXT2"
"REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM",0.105531295487627,1,-0.551117980165638,-1.29411243239607,144,37,"CHST5,B4GALT6,PRELP,ST3GAL2,KERA,B4GALT4"
"GOBP_ENDOTHELIAL_CELL_MORPHOGENESIS",0.106642566651604,1,-0.707711435639903,-1.3947175628551,235,15,"ID1,TNMD,ARHGEF26,MAGI1,STC1"
"GOBP_NEGATIVE_REGULATION_OF_BLOOD_PRESSURE",0.107079646017699,1,-0.500894859718054,-1.24026240879346,120,49,"TAC4,CRH,PPARA,MAS1,ARHGAP42,ADRB2,MKKS"
"REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN",0.107234042553191,1,-0.518287331706288,-1.26983257173535,125,46,"TTLL13,TTLL9,TUBB8,AGBL2,TTLL7,TUBA3E,TUBB2A,TTLL8,TUBAL3,AGBL4,VASH1"
"GOBP_SKELETAL_MUSCLE_ADAPTATION",0.107481559536354,1,-0.654592493118157,-1.3665445337816,203,21,"ACTN3,MYOZ2,TNNI1,TNNC1,MYMK,TRIM63,ATP2A2,MYOC"
"GOBP_OLIGOSACCHARIDE_BIOSYNTHETIC_PROCESS",0.107602339181287,1,-0.608164450975353,-1.32736115849397,183,26,"FUT5,B3GALNT1,B3GALT1,B3GALT2,ST3GAL2"
"GOBP_CARBON_DIOXIDE_TRANSPORT",0.110257568910981,1,-0.703892704563116,-1.38719182421023,243,15,"HBD,HBA1,HBB,AQP1,HBA2,AQP6,RHCG"
"GOBP_CATECHOLAMINE_SECRETION",0.110831234256927,1,-0.521231194324095,-1.27217331735132,131,45,"CRH,PRKN,KCNB1,P2RY1,HTR2A,ADRA2C,SYT1,SDHD,CHGA,STX1A,OPRK1,SYT4,NPY2R,GRM5,PINK1,GHSR"
"REACTOME_MRNA_EDITING",0.111633372502938,1,-0.771234355884669,-1.4255058494131,284,10,"A1CF,ADAR,APOBEC2"
"REACTOME_KERATINIZATION",0.115400202634245,1,0.580810814747234,1.17535003948049,1138,179,"KRTAP21-2,KRTAP4-7,KRTAP2-2,KRTAP1-5,KRTAP5-3,KRTAP9-9,KRTAP4-8,KRTAP1-4,KRTAP2-3,KRT3,KRTAP19-2,LIPJ,KRTAP5-9"
"GOBP_CONDITIONED_PLACE_PREFERENCE",0.115942028985507,1,-0.766556293708853,-1.41685918456387,295,10,"SLC1A1,GRIA1,OPRK1,GRM5,TACR3,CSMD1,CARTPT"
"GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_SIGNALING_PATHWAY",0.116432337434095,1,-0.712105623156098,-1.38657634719499,264,14,"JCAD,CCBE1,TNXB,PROX1,ITGB3,VTN,VEGFA,ADGRG1"
"GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS",0.118737131091283,1,-0.563633578630517,-1.29289080297049,172,33,"MT1A,MT1X,SLC1A1"
"GOBP_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE",0.119252873563218,1,-0.547960284878375,-1.27692013091215,165,36,"NLRP10,IL27,IL12A,CCL19,ANXA1,TBX21,CD80,SOCS5,PLA2G4A,IL12RB1,SLAMF1,IL12B,IL1R1,IL1RL1,EBI3,TNFSF4,IL18,IL6ST,IL12RB2"
"REACTOME_GLYCOSAMINOGLYCAN_PROTEIN_LINKAGE_REGION_BIOSYNTHESIS",0.120352867044739,1,-0.582172886410995,-1.3003577663979,190,29,"B3GAT2,GPC2,SDC4,GPC6,FAM20B,NCAN,SDC3,VCAN,BCAN"
"GOBP_MONOAMINE_TRANSPORT",0.121212121212121,1,-0.454637371695936,-1.19188802540495,79,74,"CRH,PRKN,KCNB1,SLC29A4,P2RY1,HTR2A,ADRA2C,ITGB3,SYT1,SYK,SDHD,SLC18A3,CHGA,HTR1B,STX1A,OPRK1,P2RX1,SYT4,NPY2R,SLC18A1,GRM5,PINK1,GHSR"
"GOBP_AXONEMAL_DYNEIN_COMPLEX_ASSEMBLY",0.121601208459215,1,-0.533825030277385,-1.27007918572626,160,39,"CCDC39,DNAI4,DNAH2,DNAI3,TTC12,ODAD4,DNAAF11,DNAAF4"
"GOBP_RESPONSE_TO_ALKALOID",0.12280701754386,1,-0.422977217605166,-1.16074002086402,55,98,"CRH,TRPA1,FOSB,SLC1A1,CASQ2,RGS4,GRIA1,HTR2A,GNAL,PITX3,HOMER2,DNMT3A,SOX17,HTR1B,PPP1R1B,OPRK1,SMAD3,GABRB3,GRM5,ST8SIA2,TACR3,SLC34A1,CARTPT,MYRF,CREB1,TMEM38B,HES1,SELENON,CHRNB2"
"GOBP_ANTIBODY_DEPENDENT_CELLULAR_CYTOTOXICITY",0.124043495771244,1,0.816251877824357,1.27865645977562,923,10,"FCGR2C"
